2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Genmodel_ID
2,5099,9728,15897,21078,24300,23782,22718,24844,22439,19715,21027,20605,19598,17661,18273,17322,19585,16262,10537,3411
24,17,4,2,1,95,132,111,70,0,0,0,0,0,0,0,0,0,0,0,3412
2,12,7,3,10,0,0,0,0,0,0,0,0,0,0,7,44,11,9,4,3413
7,2,7,11,10,5,4,10,8,3,3,8,2,7,3,6,1,2,1,0,3414
0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3419
207,540,573,555,575,397,345,201,248,4,0,0,0,0,0,0,0,0,0,0,3416
12,6,29,34,51,33,28,27,19,11,3,6,0,3,1,0,0,0,0,0,3417
311,390,166,210,57,4,2,2,4,1,0,0,0,0,0,0,0,0,0,0,3418
0,0,2,4,4,2,1,6,1,1,1,0,0,0,0,0,0,0,0,0,352
0,0,0,0,6,8,30,26,5,0,0,0,0,0,0,0,0,0,0,0,353
339,575,336,424,620,389,361,163,23,0,0,1,1,0,0,0,0,0,0,0,361
761,853,36,0,0,2793,3118,1285,0,0,0,0,0,0,0,0,0,0,0,0,362
219,336,570,931,1438,2011,2269,1462,1436,0,0,0,0,0,0,0,0,0,0,0,363
45,72,69,76,99,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364
0,0,0,0,0,0,0,0,0,0,0,0,1,3,17,19,3,0,0,0,365
0,289,2870,5418,5811,6230,6628,5693,523,0,0,0,0,0,0,0,0,0,0,0,366
0,0,0,0,1,1,14,4,2,4,0,0,0,0,0,0,0,0,0,0,367
0,0,0,0,0,0,0,5668,21758,20912,18439,21361,21435,23655,22639,22569,23664,20719,17947,6452,368
0,0,0,0,0,0,0,123,11244,11182,10710,10308,13275,13696,13198,14178,11863,8877,7393,4207,369
0,0,0,0,0,0,1226,3480,11059,12273,10385,9627,11234,10562,14649,10402,7090,7491,4281,1650,3610
0,0,0,0,0,0,0,0,0,0,713,3917,3403,4300,4120,4019,2865,1324,524,6,3612
0,0,0,0,0,0,0,161,199,525,566,965,213,152,154,1014,1327,1124,1734,79,3613
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421,4818,7263,8310,7096,3614
0,0,0,0,0,0,0,0,0,371,3857,3725,3509,3619,3413,3779,3876,2241,1564,119,3615
0,0,0,0,0,0,0,0,0,3370,5823,9282,11562,14744,12819,336,2,0,0,0,3616
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425,6508,8561,12073,3617
7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,364
28,224,466,880,1318,1338,1133,723,393,214,6,0,0,0,0,0,0,0,0,0,3618
117,419,900,1456,1707,2539,2117,1320,942,3698,3830,3427,1554,2720,3179,4525,2827,2071,1182,544,3620
19,42,72,88,170,196,181,79,69,31,1,0,0,0,0,0,0,0,0,0,3621
0,0,215,598,735,462,370,0,0,0,0,0,0,0,0,0,0,0,0,0,3622
33,73,129,201,356,255,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3623
0,0,1,669,2366,2660,1868,973,820,323,0,1,0,1,5161,21703,24127,25419,25445,12887,3624
0,0,0,0,0,0,0,0,0,0,13,1517,880,143,22,0,0,0,0,0,3625
0,0,0,0,0,0,0,0,0,24,124,175,192,2,0,0,0,0,0,0,372
0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,1764,2505,312,208,0,375
0,0,0,0,0,0,0,0,0,0,0,0,19,428,765,633,400,258,18,0,376
0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,15,89,60,3,0,377
0,0,0,0,0,0,0,0,0,0,0,0,0,12,141,84,132,4,1,0,378
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,131,85,48,0,379
0,0,0,0,0,0,0,0,0,0,0,0,0,8,27,33,0,0,0,0,3710
0,0,0,0,0,0,0,0,0,0,0,0,9,150,109,143,10,0,0,0,3711
0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,6,1,0,382
263,451,318,246,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384
0,0,0,1,9,19,23,24,23,24,52,95,85,94,96,81,96,88,78,52,3914
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,10141,10661,6130,391
0,0,0,0,0,0,0,0,0,0,0,2,1080,1981,1891,1976,1968,1448,753,643,393
0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7590,12179,10458,9629,6478,392
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,248,705,302,393
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,708,3935,8218,3913
1320,1928,2394,2902,2640,2622,2774,12,1,0,0,0,0,0,0,0,0,0,0,0,394
1203,2979,4397,6111,6310,6757,6159,6519,5040,195,1,0,0,0,0,0,0,0,0,0,395
0,0,0,0,0,0,0,0,0,0,0,0,0,1,8855,12422,10692,5585,4478,1619,396
0,0,0,0,1,0,61,6529,8134,10615,8967,10449,11370,12452,10025,8709,7023,5549,3235,1292,397
731,679,2080,1903,1257,1477,1309,942,559,1397,1557,1027,1148,1038,972,1086,884,710,400,166,398
1085,916,902,832,878,1930,2135,1276,1121,1302,1102,809,783,1060,107,0,0,0,0,0,399
1057,1826,2377,2668,2694,3348,2422,970,841,750,304,592,137,1218,2122,1487,558,321,25,4,401
0,0,0,0,0,346,482,18,84,0,0,0,0,0,0,0,0,0,0,0,402
0,0,0,0,0,1,105,136,81,5,887,892,574,434,4,0,18,2319,2969,1652,403
0,0,0,0,1,0,1,0,0,0,0,57,922,1522,1352,986,861,412,249,64,404
0,0,0,0,0,0,460,1312,557,759,397,0,1,1,0,0,0,0,0,0,405
0,0,0,0,0,0,0,0,0,0,0,0,0,0,5874,10422,3953,2314,1798,1898,406
176,126,136,131,79,90,222,178,310,153,120,154,209,330,484,257,248,365,621,755,407
36,24,199,336,481,838,1187,1956,1799,479,459,127,1506,2305,2211,1811,1764,1535,87,0,431
0,0,0,0,0,0,4052,7187,9787,10526,8692,12737,10630,10192,10038,8583,7692,8519,9763,4053,432
0,0,0,220,833,776,125,0,0,0,0,0,0,0,0,0,0,0,0,0,433
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,433
7,26,62,108,157,251,208,117,196,158,1,0,0,0,0,0,0,0,0,0,434
10,16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4317
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1197,4047,6089,8932,18234,435
0,0,0,0,0,0,0,0,0,0,34,799,381,672,646,1272,3267,2731,1723,131,436
0,0,0,3556,6392,6687,4010,3860,14514,14469,11119,13392,12910,14575,13631,12588,12866,15738,17372,8935,437
0,0,0,0,0,0,0,0,0,0,0,0,1054,1588,1327,1214,906,519,1814,936,438
73,247,504,851,1214,1845,2018,3108,6429,7450,7734,9588,10386,11445,11499,8936,7998,5621,4854,3395,439
32,88,335,800,1110,1405,1727,1614,703,928,787,137,0,1,0,1,0,0,0,3,4310
27,32,37,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4317
0,0,561,1726,2507,3725,2137,1450,1723,2128,1835,2046,2205,2958,4082,3182,3126,2752,2724,1161,4311
1,0,0,0,0,0,0,0,2462,3128,3531,1660,1294,2689,2589,2129,1645,1920,339,871,4312
36,30,95,14,2537,2430,2476,2402,3225,4919,8320,13582,18981,19877,21628,37482,35672,34280,32594,17323,4313
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,4,4314
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,699,6753,8099,4502,4315
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,623,852,198,4314
0,0,0,0,0,0,0,0,26,3295,4577,5155,5768,5526,6239,5686,5478,3641,2608,0,4316
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813,6370,4319
0,0,0,0,0,0,0,0,0,0,5,19,29,31,39,61,65,97,89,63,451
5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452
0,0,2,39,25,43,72,48,30,26,28,39,24,7,0,0,0,0,0,0,453
0,0,0,0,0,0,0,0,0,0,0,0,0,19,87,62,87,172,160,96,454
0,9,7,7,5,2,7,12,5,3,0,0,0,0,0,0,0,0,0,0,455
1,0,2,2,2,0,0,0,0,0,1,1,0,0,0,0,0,2,1,0,471
127,813,1350,1359,1494,1386,1540,1451,1061,690,7,8,13,27,16,2,0,0,1,4296,475
5174,5881,7043,7746,9904,9712,8251,5598,5622,6809,6017,6664,5869,7066,23571,31681,33138,26722,22509,15762,476
2734,5114,6830,9459,9834,9213,16295,11822,10409,14631,12448,10553,13265,11647,42,26,0,0,0,0,4711
1525,2499,3751,4092,7613,10701,10975,8007,7992,9955,13994,24856,29258,31705,37174,41679,42860,45902,48419,36052,4713
0,0,0,0,0,0,0,0,0,0,3779,4184,3647,3687,3361,2827,2788,2606,1815,1245,481
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,931,1058,4832
0,0,0,0,0,0,0,0,0,0,0,240,362,5,0,0,0,0,0,0,482
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491,309,205,3,0,482
0,0,0,0,0,386,520,391,233,179,67,335,170,75,42,46,29,21,0,0,482
204,227,184,108,895,534,364,190,106,1,0,0,63,433,340,4,0,0,0,0,482
0,0,0,0,0,0,0,67,32,31,28,8,10,0,0,0,0,0,0,0,488
1291,1522,1849,2045,1072,0,0,0,0,89,549,128,0,0,43,69,17,0,0,0,488
0,0,0,0,37,2174,2998,1934,1494,937,21,1,0,0,0,0,0,0,0,0,488
0,0,0,0,954,2387,2395,1810,1427,1443,964,765,199,205,68,0,0,0,0,0,488
110,263,215,199,74,0,0,0,0,0,0,0,1477,2869,2613,1852,1427,1411,1134,555,488
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,136,70,45,4814
255,219,211,271,279,82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4815
0,0,0,0,0,0,0,0,0,0,0,0,0,792,2972,3607,3656,4486,4443,4142,4818
0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,532,394,380,385,247,4821
0,0,0,0,0,0,0,0,0,0,0,0,0,5,130,28,13,17,10,6,4821
333,433,1036,2137,1668,411,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4824
0,0,0,0,0,416,423,104,60,0,0,0,0,0,1,0,0,0,0,0,4824
0,0,0,0,1127,2092,2885,2552,1213,5,0,0,0,0,0,0,0,0,0,0,4824
0,0,0,0,0,0,0,0,1169,2521,1786,1736,1808,1619,1287,2319,2000,1554,1880,1621,4824
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386,472,341,4824
196,318,270,212,219,172,148,51,51,0,0,0,0,0,0,0,0,0,0,0,4830
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3336,3899,4831
8,2,3,4,7,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,492
220,339,227,195,214,185,170,159,85,101,59,37,44,74,95,81,75,60,78,70,513
3,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,515
0,0,0,0,0,0,0,0,59,130,89,36,41,44,56,71,32,53,44,23,516
21,0,0,29,60,79,74,68,28,51,8,1,51,71,69,75,74,75,72,73,517
105,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,551
0,50,106,141,111,43,8,2,0,0,0,0,0,0,0,0,0,0,0,0,554
0,0,0,0,0,0,0,0,0,0,0,0,2,650,777,792,466,346,222,101,555
0,0,0,0,0,0,137,318,186,157,149,113,34,1,1,2,0,0,12,2,558
0,0,0,0,0,0,0,0,0,107,88,70,72,39,52,52,31,39,23,14,556
0,0,0,0,0,26,55,3,1,0,0,0,0,0,0,0,0,0,0,0,557
0,0,0,0,0,0,0,0,1,0,0,29,110,107,103,88,57,92,58,18,558
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,629,599,512,408,559
1,0,0,47,85,97,159,117,95,47,33,8,23,127,158,121,70,66,39,9,5510
4,61,35,22,17,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5511
0,0,4,1,4,1,5,0,1,0,1,0,0,0,0,0,0,0,0,0,561
0,0,2,7,5,4,2,0,0,2,1,1,0,0,0,0,0,0,0,0,562
0,0,802,1761,2032,2203,3795,9958,14206,13546,11110,9205,8764,8556,10018,10122,7537,7936,8360,4091,5710
0,0,29,2112,5927,7285,8119,8545,9399,9590,6010,5337,5315,8663,11950,10650,8013,6899,4276,4232,5711
357,515,574,7,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,571
0,0,0,0,521,1864,3465,3502,2022,1791,932,811,786,628,721,14,0,0,0,0,5712
0,246,657,1211,2336,3344,5393,6599,6727,7544,5439,3563,4891,6919,7152,7113,4645,3234,4376,1025,5713
150,119,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,572
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,573
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2365,4854,4732,9522,16161,2721,576
0,0,0,0,0,0,0,0,0,0,0,1651,5514,7121,7249,7169,6961,5924,1411,2938,577
0,0,0,0,0,0,211,306,317,674,538,178,3,0,0,0,0,0,0,0,578
250,312,137,1,1,0,3,16,12,11,2,2,1,1,0,0,0,0,0,0,579
5,15,24,24,7,3,5,3,1,0,0,0,0,0,0,0,0,0,0,0,5714
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,882,5715
1812,3173,4260,3329,3306,6251,7313,5179,4059,4548,3299,3034,3011,2752,2864,3972,4408,4060,3988,175,5715
144,84,100,151,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5717
0,0,139,775,632,847,779,473,313,100,25,0,0,0,0,0,0,0,0,0,5718
31,82,110,97,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5719
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,43,9,7,1,582
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,84,51,52,6,583
0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,85,149,195,120,21,584
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,153,116,589
0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,28,0,0,1,0,585
0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,40,12,0,0,0,586
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,194,145,80,587
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,588
9,37,11,65,24,10,6,8,5,5,0,6,0,2,2,0,0,1,0,0,591
0,9,17,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,597
1719,2535,3482,3008,5597,7638,8348,8325,7892,6895,5864,5591,16288,24248,27082,37366,39355,40848,47026,34775,598
0,0,0,0,0,0,0,0,0,0,0,0,0,0,634,1605,3138,4122,9067,5205,599
0,0,0,0,804,3472,3854,4474,5094,5035,3864,5929,7238,8342,5664,5293,5540,3821,3975,2720,5911
3443,6250,10175,12784,15552,15638,17238,17711,16194,17034,23539,30455,31068,33031,40124,37729,39648,28412,21683,9676,5912
0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,3,6,37,5913
208,364,304,228,172,51,478,241,223,166,110,99,109,90,0,0,0,0,0,0,5915
0,0,0,0,0,0,0,0,0,0,0,0,1,109,3182,7755,8032,8408,8497,7782,5916
0,0,0,0,0,1,0,3242,4625,3341,839,1,0,1,0,0,0,0,0,0,5917
1936,2371,4088,5118,5294,4044,4300,2868,3050,24,1,0,0,0,0,0,0,0,0,0,5918
1,0,0,2,1312,2176,2482,1824,1413,1245,1367,1056,862,608,2945,2112,1437,988,1021,349,5919
1507,1996,5595,7162,6916,5649,7593,5754,8591,13652,15448,16076,20415,21475,21722,20580,20884,20137,18372,9725,5920
9,4,3,3,3,3,4,5,5,13,64,74,610,655,172,80,96,62,139,167,5921
0,0,0,0,0,168,649,344,211,215,305,116,0,2,560,214,3,0,1,1,5922
0,0,0,0,0,0,0,0,0,0,0,0,0,3401,8715,10312,12308,16435,17092,9386,5923
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1390,9509,12766,19632,17627,11711,5924
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1222,5366,4168,5810,3527,5327,5925
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426,679,624,395,433,5926
1145,1952,2074,2662,1786,3027,3319,3146,2542,3184,2996,2721,4407,3980,3173,7,0,0,0,0,5927
0,0,0,0,0,506,559,364,244,260,413,309,157,0,0,0,0,0,0,0,5928
579,646,1042,964,781,1374,1698,1193,1034,1015,1034,1348,1055,1706,2128,1988,2114,1951,1807,563,5929
234,888,1908,1706,1052,714,697,706,441,313,225,396,1071,1036,766,662,537,352,328,212,5930
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2054,3077,1356,898,544,5931
2454,2188,1943,3118,4753,3579,3387,3129,2406,2014,2492,5479,4558,4773,4737,1193,1,0,0,0,5932
10,7,10,8,3,9,6,9,4,9,9,18,36,41,165,168,176,158,186,219,5935
97,144,104,0,0,1,0,0,0,0,0,0,0,3,929,1346,1849,1859,1980,810,5936
0,74,229,176,162,52,10,1,0,0,0,0,0,0,0,0,0,0,0,0,5937
0,0,0,226,364,385,457,502,454,446,486,567,662,645,125,1,0,0,0,0,5938
8,11,17,23,40,66,71,113,414,426,318,506,485,572,525,990,1238,1432,2114,729,5939
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,5940
0,0,0,0,0,0,0,0,0,0,0,0,192,1628,2400,3059,2853,2566,3260,2236,532
0,0,0,0,0,0,0,0,0,0,0,21,58,261,473,348,0,0,0,0,533
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561,923,932,351,0,531
0,0,1,0,0,0,0,0,0,0,240,603,189,215,2,0,0,0,0,0,533
1567,112,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,534
1,1744,2675,2552,1190,272,41,88,256,178,68,9,2,1,0,0,0,0,0,0,535
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353,5149,7252,3923,5310
106,449,858,1191,761,105,4,2,0,0,0,0,0,0,0,0,0,0,0,0,536
118,366,455,623,388,78,0,1,0,0,0,0,0,0,0,0,0,0,1075,8158,537
129,424,904,1211,715,190,26,5,0,0,0,0,0,0,0,0,0,0,0,0,538
0,0,0,0,0,0,0,0,29,102,63,61,54,64,62,91,49,35,0,0,611
0,0,0,0,0,0,1475,4993,2891,2720,2103,1696,1415,742,1240,8451,7302,6930,5746,3432,541
2859,10833,15697,19128,19879,19133,25790,18921,21460,20724,17225,17780,15965,23176,33563,35204,35837,38958,36432,26817,546
0,0,0,0,0,0,0,0,0,1393,8760,10168,10867,10813,8206,7969,10329,13653,16288,9758,544
0,0,0,0,0,0,0,0,1835,2091,1230,838,857,12,0,0,0,0,0,0,546
0,0,0,0,54,340,33,426,472,574,674,880,1430,844,2007,2192,2535,2622,2595,3083,549
1483,5074,6308,8475,11168,8843,7845,8311,7208,10673,14263,14337,12825,8517,11368,9514,5801,1627,1598,1155,546
0,0,0,0,0,0,0,0,0,0,0,0,2608,3663,1981,1279,118,0,0,0,547
0,0,0,0,0,0,0,0,0,0,0,1252,2118,1103,945,1,0,0,0,0,548
0,0,0,0,0,0,0,0,0,1952,2377,2278,2488,3869,4702,3263,3860,2251,1477,1425,621
109,223,691,526,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,622
91,113,78,794,3505,4641,5715,5896,4604,2881,1833,1572,528,0,0,0,0,0,0,0,623
0,9,4,5,9,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,626
3,1,0,1,1,3,1,1,0,0,0,0,0,0,0,0,101,5496,3929,1195,627
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,628
78,77,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,629
0,0,5,287,531,554,384,143,264,3,0,0,0,0,0,0,0,0,0,0,6210
12,11,7,4,3,4,1,1,0,2,0,0,0,0,0,0,0,0,0,1,6213
91,26,55,277,1376,1366,1161,1818,1462,2212,1534,28,0,15,4,0,0,0,0,0,6214
0,0,0,0,0,0,0,0,0,0,0,0,2245,1784,1542,1381,1250,1069,1114,701,6215
0,0,43,381,272,136,1905,2263,1592,1791,1476,1200,2046,7149,12296,10295,8198,10457,8195,4407,6216
4,8,4,8,2,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,6217
1211,1847,2869,5516,5713,4078,2954,1169,643,975,1025,619,841,1401,1743,1392,955,969,651,566,6218
229,547,860,1163,637,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6221
45,91,99,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6222
0,0,0,0,0,0,0,1,7,1,5,5,4,4,12,2,0,0,0,0,632
0,0,0,0,29,22,47,40,71,76,86,50,60,62,97,102,54,60,84,101,633
35,23,11,15,1,0,0,0,0,0,0,3,6,1,6,7,5,9,1,0,634
0,0,0,25,23,14,22,32,34,35,29,19,21,28,28,31,29,28,25,10,635
0,86,449,1327,1202,769,574,347,128,0,0,0,0,0,0,0,0,0,0,0,641
0,0,0,0,0,0,0,0,222,612,331,133,132,133,172,185,155,139,104,87,642
1928,4198,4787,7738,9077,2334,31,0,0,1,0,0,0,0,0,0,0,0,0,0,643
1,2,16,35,7,6,11,11,26,854,73,0,0,0,0,1,0,0,0,0,645
0,0,0,0,0,0,0,0,0,0,0,0,0,19,74,98,111,58,213,265,647
0,3,14,9,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6410
0,0,0,0,0,0,0,0,551,253,20,0,0,0,0,0,0,1,0,0,6413
0,0,0,0,0,0,0,0,0,0,154,137,125,144,138,145,234,148,130,94,6413
0,0,0,0,0,0,0,0,0,4898,19905,26803,35049,36929,38016,36790,35455,23275,18506,17697,6414
0,0,0,0,0,0,0,0,0,0,450,479,1298,3081,4040,3966,4613,4885,5040,8098,6416
8139,12880,17717,17910,22432,22424,15554,15998,17162,16759,12910,11629,11531,14232,13116,10781,12179,9599,8433,6266,6417
0,0,0,2,380,360,198,184,204,108,14,2,0,1,0,1,0,1,0,0,6419
0,0,1,1,1,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,6420
0,0,0,0,5,11636,14887,17709,16285,15125,12564,11810,11838,22024,15077,10861,5109,0,0,0,6421
0,0,0,0,0,0,0,0,1,214,308,294,511,225,220,258,100,37,0,0,6422
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,7,8,8,6423
0,0,0,0,956,1643,1616,723,688,507,662,412,396,330,0,0,0,0,0,0,6424
46,84,90,209,162,62,47,24,11,0,0,0,0,0,0,0,0,0,0,0,6425
0,0,0,0,0,0,0,0,3968,4399,2206,1879,505,0,0,0,0,0,0,0,6428
0,0,1,0,4,21,45,39,11,5,40,12,11,18,0,0,0,0,0,0,6430
421,888,1146,1373,1830,1249,16,1,0,0,0,0,0,0,0,0,0,0,0,0,6431
0,0,0,0,0,0,0,0,0,0,0,0,0,1369,7823,6287,4080,1971,0,0,6432
3,0,1,0,0,3,13323,16116,25705,33155,34500,41187,45787,44914,56147,58132,57548,47376,49307,32264,6433
16,4,4,7,8,11,12,11,13,2,1,2,4,3,1,0,0,0,1,0,6435
21,6,21,11,7,1,3,10,1,0,0,0,0,0,0,0,0,0,0,0,6436
0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6437
310,451,560,677,337,60,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6438
143,1000,2919,4958,6932,7122,5430,3763,2151,1468,2131,1696,1595,3851,8218,14851,16721,8884,5587,4508,6441
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,652
3,30,17,5,18,9,11,16,4,4,2,0,0,0,0,0,1,0,0,0,661
0,0,0,0,0,0,0,0,105,1,1,1,1,1,0,0,0,0,0,0,662
17,78,52,18,9,7,2,1,1,1,0,0,0,0,0,0,0,0,0,0,663
0,70,87,90,99,102,83,75,27,10,1,0,0,0,0,0,0,0,0,0,681
43,41,36,54,54,53,39,37,28,30,2,0,0,0,0,0,0,0,0,0,683
0,0,0,0,0,101,310,224,383,459,403,335,168,10,0,0,1,0,0,0,682
