2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Genmodel_ID
0,0,0,0,1081,1607,883,156,4,0,0,0,0,0,0,0,0,0,0,0,691
2028,2120,1176,0,1,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,692
0,0,1,0,2813,10998,12438,14322,14296,15221,14985,16162,16321,8702,0,0,0,0,0,0,693
0,0,0,0,0,0,0,0,0,0,0,0,0,7108,18261,17127,11504,8072,5106,4663,694
0,0,0,1,0,0,0,0,0,0,0,0,3496,16087,17536,18517,16154,12383,11904,11694,695
7603,12835,17178,22662,22062,14419,5170,2103,916,1,12,0,0,2,0,0,0,0,2,3,696
0,0,1,0,1,13494,39319,35981,37620,35060,27400,16653,2983,1000,0,0,0,0,0,0,699
0,0,0,0,0,0,0,0,0,0,0,15442,34913,30165,28485,26342,16970,18310,19851,13103,6912
0,0,0,0,0,0,0,0,997,10745,12079,11817,11705,8624,8338,6715,15897,18881,19082,11837,6913
1849,329,1,1,1,2,1,0,0,0,0,1,2,1,1,0,0,0,0,1,6914
1172,4893,8010,11208,13130,17340,17015,3374,476,0,7,0,0,0,0,0,0,0,0,0,6915
1,0,0,0,0,1,2198,17472,19317,17617,12202,12367,12174,13326,14992,15339,9543,8857,6772,4090,6918
0,0,0,0,0,0,335,560,671,288,162,31,0,0,0,0,0,0,0,0,6921
1490,1616,1627,431,0,0,0,0,0,8,1,0,0,0,0,0,0,0,2,0,6922
0,0,1,1088,3697,5151,4557,2318,2076,1714,267,1,1,0,0,0,0,0,0,0,6923
0,0,0,0,0,0,0,0,22,2835,2374,2393,2611,1841,1813,1729,734,5264,5619,4864,6925
0,0,0,0,0,0,0,0,0,0,3673,4778,3434,1623,1164,977,487,401,1952,1635,6926
35,73,108,99,82,74,55,58,3,0,1,0,0,0,0,0,0,2,0,0,6928
82,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6938
0,3,231,290,272,513,667,276,190,57,2,4,0,0,0,0,0,0,0,0,6929
0,0,0,0,0,0,0,0,233,713,571,398,290,188,6,0,0,0,0,0,6930
2,1,1,1,0,1,0,2,6,4,27,17,114,114,191,197,224,106,220,191,6941
3,2,12,15,6,2,135,766,831,818,612,457,263,267,264,104,49,34,54,8,6931
0,0,0,0,0,0,0,0,0,0,2,314,1012,1140,1088,1305,1347,1420,450,171,6934
0,0,0,0,0,0,0,0,0,0,0,68,317,401,517,441,9,0,0,0,6943
0,0,0,0,0,0,0,0,0,0,90,172,21,15,20,35,11,3,0,0,6933
77,770,1364,1376,1104,1212,1270,1437,1711,2091,2249,2262,1779,1713,1705,1777,1144,1123,35,0,6934
1,0,0,0,0,0,0,0,4,1689,2674,2136,2197,1627,1127,258,0,0,0,0,6936
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,469,3049,2497,6942
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,497,592,695,387,6937
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,722,958,762,696,297,712
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,924,883,910,651,713
1218,1939,2087,2047,2464,2418,1963,1591,1304,1534,1143,1444,1206,1454,1628,1587,1775,1982,2459,1915,714
0,0,0,0,0,0,0,0,0,0,0,0,0,7,28,0,0,0,0,0,715
1852,1979,2241,1837,2987,1625,1447,965,766,737,678,1038,1210,1129,980,445,0,229,189,157,716
0,0,708,1377,1530,988,771,594,881,936,1282,2003,2193,1922,2407,2843,1782,1869,3409,2868,718
0,0,0,1,150,1364,1361,849,627,518,520,306,1012,1156,997,641,0,405,257,201,719
0,0,0,0,0,0,0,0,0,0,0,0,0,1153,3508,4143,5341,3880,4764,3780,7110
0,0,0,0,0,0,0,0,99,311,355,641,723,744,659,339,953,779,822,495,7111
0,0,0,29,144,201,260,204,135,139,103,49,6,0,0,0,0,0,0,0,721
9,14,23,40,63,51,30,14,7,4,0,0,0,0,0,0,0,0,0,0,722
8,0,0,0,0,0,0,60,67,48,39,12,0,0,0,0,0,0,0,0,724
27,23,35,33,0,0,65,50,35,19,27,23,4,0,0,0,0,0,0,0,725
0,0,0,0,0,330,310,176,186,208,119,49,4,0,0,0,0,0,0,0,726
24,27,33,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,727
0,0,0,0,0,0,0,0,0,0,0,0,5989,18625,23047,24286,18742,20864,19247,12853,751
5263,8775,13120,17566,19828,29989,34267,24519,21758,28942,20268,16399,21319,27004,25051,22571,18500,19682,16083,10568,752
109,220,199,421,584,649,1230,766,413,408,356,104,0,0,0,1,0,0,0,0,753
0,0,0,0,0,0,0,0,0,0,0,40,8,3,0,0,0,0,0,0,754
0,0,0,0,0,0,0,0,0,1,0,0,0,95,1014,1262,1072,657,851,262,757
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3033,19252,13903,10995,10811,8029,758
534,796,1083,1568,1706,1612,2150,2047,1207,1470,1380,632,0,0,0,0,0,0,0,1,759
0,0,0,0,0,0,0,428,1419,98,1,0,0,0,0,0,672,928,946,488,7510
184,510,883,1231,1341,1381,2359,3568,1835,2377,1940,335,0,0,0,0,0,0,0,0,7511
1,3,5,1,8,20,28,43,16,16,40,133,177,170,309,282,304,258,218,208,7523
4806,6780,5699,4327,7722,10780,14360,11245,13051,21008,16435,10518,8081,7605,6821,5287,5225,2111,2525,1100,7512
0,0,0,1399,4938,3613,2732,3753,1794,3008,2377,252,1,0,0,0,0,0,0,0,7513
0,2,317,3042,5726,8687,11015,8325,4985,14864,10469,5277,4585,5055,3745,1105,1061,569,287,8,7514
0,3,4,2,26,149,328,410,390,476,550,484,436,413,495,1034,975,708,626,794,7517
0,0,0,1,0,0,612,3595,1859,4607,2716,1364,1003,937,5165,3005,1413,807,226,0,7518
0,0,0,0,0,0,0,0,0,0,0,167,70,33,75,38,13,20,0,1,7519
0,54,44,31,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7520
0,0,0,0,0,0,0,0,0,708,1356,37,0,0,0,0,0,0,0,0,7521
0,0,0,0,0,0,0,0,0,0,0,1,321,845,1723,1527,963,1737,2231,6279,7522
0,0,0,0,0,53,106,22,18,19,5,0,0,0,0,0,0,0,0,0,761
7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,771
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,108,109,98,63,50,772
0,0,0,0,0,0,0,0,4,113,98,92,71,66,90,60,64,51,39,64,773
0,1,12,31,49,55,60,70,27,33,37,28,33,41,30,37,7,62,45,29,774
23,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,775
0,0,0,0,0,0,0,0,0,0,0,0,20,97,101,87,78,74,50,31,776
1581,1588,1725,1401,927,135,11,0,0,0,0,0,0,0,0,0,0,0,0,0,781
828,936,1086,1104,499,37,3,3,0,0,0,0,0,0,0,0,0,0,0,0,782
1383,2732,3388,4008,1756,295,23,9,0,0,0,0,0,0,0,0,0,0,0,0,783
0,0,16,213,56,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,785
314,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,786
0,0,170,586,164,38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,787
1186,1370,1865,4317,6882,10250,11704,9081,4890,4174,2798,200,8,2,0,0,0,0,0,0,811
575,838,921,1493,1755,1896,1706,1375,814,748,414,21,1,0,0,1,0,0,0,0,813
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,821
170,401,779,1193,892,891,929,833,557,491,1400,1562,1673,1994,2272,3795,5121,2294,2475,768,791
0,0,0,754,1691,2830,4206,3204,2419,1899,1701,2030,1691,848,520,0,0,0,0,0,792
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575,11686,14841,10508,794
446,738,872,1028,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,795
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1904,9446,8983,11040,7565,796
7,5,112,108,81,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,797
1,0,0,0,1,0,0,0,1045,1941,2256,1407,664,1,0,0,0,0,0,0,798
444,986,2627,3043,3859,6003,7593,8744,11705,13639,16353,15656,17881,20830,18993,18864,15531,12520,13255,8253,799
682,1286,2346,2891,3546,6399,8615,7724,7478,8516,9149,11756,14062,21450,19085,17031,18362,20765,18968,13516,7910
0,0,0,0,0,0,0,0,0,0,0,1787,3538,3153,2697,2193,1446,1244,1287,297,7911
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4268,2777,7913
136,183,316,342,688,451,238,39,3,0,0,134,1538,1295,1019,740,793,1212,87,0,7912
0,0,0,0,0,0,0,0,0,0,1,3808,7125,9264,8116,7762,6091,5125,4546,278,801
3362,4664,6185,8191,10249,11698,12192,13647,15979,12811,13427,15134,19590,15232,18075,19681,17421,16476,14679,9326,802
4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8011
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,13625,14566,12213,803
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6052,7547,8778,7310,804
1392,2240,3209,4032,5643,8272,9246,8097,8874,11950,13854,13744,12554,18624,20500,21156,18337,16501,19631,11363,805
0,0,0,0,0,0,0,0,0,0,0,190,3611,6004,3458,4422,4010,2154,501,0,806
0,0,0,0,0,583,3113,2517,1273,1451,1712,2518,2729,2781,1727,3,0,0,0,0,808
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420,3050,8012
0,112,272,403,529,433,416,567,1334,2278,3353,4559,4158,5149,5125,8818,9087,7577,6775,4779,809
0,0,0,0,0,0,0,0,587,3940,5398,6920,10478,12401,12673,13146,10875,49,0,0,8010
0,0,1484,2136,1275,1307,894,1,0,0,0,0,0,0,0,0,0,0,0,0,842
0,0,0,785,2015,1658,164,7,0,0,0,0,0,0,5412,5060,4613,3825,1926,703,841
0,2,2,731,898,1079,2381,5287,6391,5920,4085,4804,4540,3767,2138,5499,4574,3339,1878,598,842
0,0,408,1305,811,297,83,0,0,0,0,0,0,0,0,0,0,0,0,0,843
0,0,0,0,0,0,0,0,0,0,89,513,418,816,1227,1048,886,733,697,724,851
0,0,0,0,0,124,75,58,106,54,11,0,0,0,0,0,0,0,0,0,853
0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,854
0,1,27,221,375,208,171,106,215,53,46,119,11,334,362,350,412,326,310,202,855
0,0,0,0,31,66,110,81,142,51,25,103,145,253,431,625,597,493,57,4,856
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1021,2108,1360,1064,725,496,857
0,0,0,0,0,0,0,0,0,0,0,69,122,121,116,123,144,84,76,24,861
391,546,1114,1336,1498,1234,1053,691,642,969,933,468,846,1142,1111,1192,842,884,1008,206,862
1092,1253,1922,1852,2278,1852,1942,1092,785,819,126,20,10,115,170,149,78,159,108,11,863
9,0,0,0,0,0,59,309,280,55,1,0,0,0,0,0,0,0,0,0,864
275,255,424,747,941,878,548,501,524,509,483,249,178,4,3,0,1,0,0,1,865
0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,187,106,14,74,64,866
0,0,45,341,485,606,506,359,435,591,594,314,289,248,783,757,458,645,571,240,867
0,0,0,0,0,0,0,0,0,81,141,136,73,341,282,335,304,105,5,0,8610
0,0,0,0,0,0,0,0,0,0,2,555,586,625,633,739,597,1093,918,318,8611
71,58,1026,2135,2414,1323,0,0,6177,4770,4742,4915,12326,13273,1848,0,0,0,0,0,871
44,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1929,2180,1417,1046,0,872
0,0,0,0,0,0,0,0,0,0,0,0,0,34,7356,7963,6345,4069,2129,0,873
0,0,0,0,0,0,0,0,0,0,5,255,23,0,0,0,0,0,0,0,874
798,1117,1609,2093,1983,1442,1583,23,0,0,0,0,0,0,0,253,5765,5654,3579,3924,875
1208,1732,2178,2485,2008,1832,1804,1248,845,663,744,904,871,863,968,1036,934,477,1169,862,876
0,0,0,0,0,0,0,0,0,0,11,184,88,30,0,0,0,0,0,0,877
58,283,363,658,668,405,433,26,0,0,0,0,0,0,0,0,0,0,0,0,878
0,0,0,0,0,0,0,2114,2835,1563,1607,3913,3589,3208,61,0,0,0,0,0,879
222,498,176,1,2369,6455,10442,9898,8586,6900,6732,9491,9017,10318,12592,10623,7932,10021,10931,7975,8710
0,0,0,0,0,1554,3398,3210,2569,2313,2455,2134,3492,6699,3935,3487,3045,2740,2027,877,8711
1141,1982,2719,3725,3816,3327,3774,3013,2463,2064,1604,939,1174,525,5699,11040,10936,11938,12497,5141,8713
1435,2090,2537,2395,1914,873,721,7,0,0,0,0,0,0,0,0,0,0,0,0,8714
4,0,2,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,891
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10317,22120,903
0,0,0,0,0,0,0,0,0,0,0,0,0,606,1266,2195,2362,1762,1186,889,901
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1939,1375,1209,1502,902
0,1,2,1,2,0,1,1,0,0,3,0,0,2,3,7,59,2,2,0,921
0,0,0,0,0,74,14886,14782,12871,10307,9808,8704,14231,16941,16921,14999,12936,12484,1121,0,923
1733,2253,4600,6522,7921,9394,9765,8464,9827,10296,6077,6335,4000,3802,3999,4088,2795,1378,1,0,924
0,0,0,0,2004,10500,11327,12731,13448,12325,13026,14868,15142,19227,23005,22027,20584,21371,21768,16537,926
36,139,50,36,0,0,1,0,3,1,2,0,2,1,1,1,0,0,385,398,929
1428,1645,2013,2163,1741,1066,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9210
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482,13014,18052,17346,16351,928
3885,7375,10325,13335,18980,19400,7416,4988,1684,20,7,7,6,22,10,9,56,4,14079,17817,9211
21,57,51,57,43,111,80,91,76,48,48,59,53,34,13,1,1,0,0,0,9214
4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9216
0,0,0,0,0,0,0,0,0,0,0,1217,1578,946,717,644,615,449,316,250,9217
68,22,6,11,6,8,20,72,16,5,14,2,1,0,0,0,1,0,0,0,9218
3,3,1,2,6,1,1,2,4,1,0,1,0,0,0,0,0,0,1,0,9219
0,0,0,0,0,0,0,12,6466,3835,2546,2367,1326,837,10,0,0,0,0,0,9220
1247,1245,1592,2152,2240,1668,1354,744,468,714,550,454,440,775,815,665,504,648,620,341,9221
842,1015,1165,1061,743,654,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9225
40,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9227
738,696,1013,1033,946,698,3,1,1,0,0,0,0,1,0,0,27,0,0,0,9229
164,92,196,1112,2861,3994,7162,7181,6805,9281,6383,6138,5829,6924,5088,5731,4949,4648,3059,1650,9230
0,0,0,1,0,1,0,0,1,0,22,839,1113,840,1115,1135,867,937,3573,2723,9231
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,516,431,9232
3095,5353,7229,8709,9289,8079,8206,6438,3949,4541,4230,3712,6522,6756,6200,7930,7696,7278,9458,12450,9234
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9235
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38,0,0,0,9236
7,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,102,259,9237
0,0,0,0,0,0,0,0,1310,1275,1078,618,2,0,0,0,0,0,0,0,9239
0,0,0,0,0,1,0,0,0,730,4063,3131,3373,3153,3280,3512,2141,827,0,0,9240
12369,15589,19227,21479,24004,22153,24872,25444,26669,19710,16479,27768,29127,29225,31025,28590,25666,27188,27557,20813,9244
34,12,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,881
0,0,0,0,60,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,882
0,1,70,57,35,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,883
156,99,93,40,72,43,8,6,2,1,1,1,0,0,0,0,0,0,0,0,884
0,0,0,0,0,0,0,0,0,0,0,47,7623,13213,10590,9170,7160,5240,4716,0,941
1347,1373,2336,2123,2004,1880,1514,3669,6450,4317,4674,4341,3761,3703,225,3,0,0,0,0,942
0,0,0,0,0,0,0,0,0,0,0,412,223,483,91,2,0,0,0,0,943
0,0,0,0,0,1,732,1067,1102,340,1056,6671,7377,2776,2139,842,11,0,0,0,944
7679,12820,15954,20319,36609,47892,65907,59771,51501,64991,53252,55697,61849,55257,49244,57009,45275,28741,20595,6020,945
0,0,0,0,0,0,0,0,0,0,0,0,780,708,561,499,208,49,0,0,947
0,0,0,3,100,154,422,121,120,240,175,116,0,0,0,0,17,359,3412,3196,948
9124,13771,19848,23338,28477,34960,57993,69691,66071,65057,67713,79535,76413,75586,86840,73362,50049,50042,50763,45080,949
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2425,12519,15112,18139,9410
136,232,425,171,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9411
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,15903,21625,18195,9412
1,0,0,0,0,0,0,242,19901,24496,34315,26411,24382,27838,30531,23111,15459,12737,7408,1325,9413
0,0,1311,5564,6631,8718,9068,9161,8046,13227,17771,9952,8296,7861,8328,6500,4340,26,0,0,9414
0,0,0,0,0,0,0,0,0,0,0,838,13084,32204,43356,40031,34620,30468,21463,0,9415
0,0,0,90,133,126,45,0,0,0,0,0,0,0,0,0,0,0,0,0,9417
0,1,1,3,2,0,14,4,0,0,1,22,29,57,54,47,66,68,48,58,9418
476,632,667,35,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9419
0,0,202,572,700,1177,689,51,0,0,1,3,0,0,0,0,0,0,0,0,9420
3,1,0,513,2012,2737,2395,1818,2178,12,5,0,0,0,0,0,0,0,0,0,9421
1445,1653,2504,4417,6928,12589,19777,20567,3255,1,0,0,0,0,0,1,0,0,0,0,9422
0,0,1,0,0,1,0,1,1,0,0,0,0,0,5223,13720,9510,5377,4091,0,9423
0,2,6,2,4,47,82,87,116,62,313,581,840,741,1037,1452,1055,790,387,216,9424
1,28,89,86,36,35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9425
0,0,0,0,0,0,110,92,170,1,0,3,1,12,11,8,7,8,0,0,9426
2139,4494,7288,12360,14114,20638,26048,27378,15461,24214,17073,19185,30676,28877,14830,11645,10416,4721,6,0,9427
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,534,2181,2510,1521,952
2444,2817,4600,5644,4725,4050,3495,2721,1945,2219,686,2262,4482,3699,3285,2273,1483,905,0,0,953
1145,2012,2290,2358,2703,393,1,0,1,7,2,0,0,0,0,0,0,0,0,0,954
0,3,1,3,8,38,65,410,692,934,1205,1244,1279,1281,2074,2130,2780,2525,1162,266,955
0,0,0,0,0,0,0,0,0,0,0,14,49,40,55,0,0,3,1440,1532,957
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1201,188,959
52,34,83,489,648,566,575,535,388,596,682,820,675,575,565,41,91,60,736,615,9511
0,0,0,0,0,0,0,0,0,0,1,3181,3733,3893,2959,1968,256,1,0,0,9512
0,0,1,0,0,1764,4131,3334,1539,2176,1395,378,455,332,523,37,0,0,0,0,9513
0,0,0,0,0,1837,2691,2161,2456,3978,2413,96,0,0,0,0,0,0,0,0,9514
15737,26767,30106,28821,39567,48023,58383,54196,52868,52675,56671,56308,59564,68748,70714,66862,70652,63029,57451,41724,9515
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,1732,1119,507,0,9533
0,2,6,11,75,3904,4715,2926,1915,1069,1525,1943,1693,1506,1724,1143,395,31,9,4,9518
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1219,4,0,0,0,9533
1657,2245,1464,1440,545,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9519
2729,4711,7221,8467,10568,14125,18066,16908,17179,15668,21439,16984,14231,16758,17089,16057,14577,11706,7269,5940,9520
0,0,26,62,84,130,144,132,141,98,162,99,90,27,7,0,0,0,0,0,9521
8287,12835,20201,22975,24740,27773,29503,30123,26297,40550,41599,38569,39453,45125,52347,51815,44732,43389,36314,26210,9522
0,0,5,33,1,0,1,1110,6070,7028,6544,4668,4538,3862,5571,5244,4403,601,0,0,9523
284,585,893,1244,1775,1606,1564,1072,760,885,1989,1851,2153,2802,3023,2819,2886,2763,4416,1430,9524
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6758,7521,9537
0,0,0,0,0,0,1,5388,7250,7435,7370,9620,12827,16098,20860,19237,26625,30636,37182,24794,9526
0,1,324,1158,1955,2458,2644,1841,1297,825,1872,2025,2515,3327,4351,4083,3288,1614,3301,2224,9528
0,0,833,4816,6688,7605,8471,6800,6637,5685,6219,5745,5244,4874,3829,3528,3947,3549,2629,2138,9529
20,21,22,53,63,95,1292,1081,485,873,700,684,924,1089,1128,1226,1253,1642,2219,1020,9530
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15803,21258,16839,9525
0,0,0,0,0,0,0,0,0,0,1,13854,20066,21475,16280,10441,8701,10060,6939,3302,9533
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850,2198,1133,820,203,9533
0,0,0,0,0,2107,3738,3204,2998,4525,165,5,0,0,0,0,0,0,0,0,9514
0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,9535
1,0,0,0,0,165,2948,3982,6321,5777,2632,1627,258,0,0,0,0,0,0,0,961
0,0,0,0,0,0,0,2,0,24,794,1383,748,0,0,0,0,0,0,0,961
335,408,647,682,551,1315,1395,1284,990,763,485,280,230,2,0,0,0,0,0,0,962
747,1015,1466,2360,2995,3007,2979,4364,3260,2599,1736,1424,39,1,0,0,0,0,0,0,963
595,1386,1886,2054,2214,1547,896,468,61,775,2171,2008,1583,1600,1343,1190,1109,888,1098,1078,964
1,1,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,9619
482,694,800,766,757,555,1075,903,550,684,458,386,439,388,394,176,0,0,0,0,965
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,1368,2389,2050,1025,966
1150,1525,2079,1537,2,0,0,1,6,1,0,2499,11707,16427,15667,15226,13181,12787,8110,0,967
0,0,0,1657,3816,4310,4133,7165,5811,5602,4577,3230,6,0,0,0,0,1,0,0,969
1,0,0,0,0,0,0,0,0,252,2703,4765,3638,3757,3359,3795,3158,3798,4648,2928,9610
2854,3935,3899,4264,4489,3432,3269,3812,4070,3022,2161,1569,1709,1967,1983,747,15,1,0,0,9612
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429,2859,3864,4296,2353,9614
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6616,14894,24281,9620
0,0,0,0,0,0,0,308,3373,4548,4727,5046,5250,9102,12830,14808,14994,10840,11182,7694,9616
0,119,626,963,1524,1347,1423,1059,1067,1447,1863,1360,1549,1710,1586,1006,17,0,0,0,9617
0,0,1507,3901,4614,3547,3232,1879,3633,6392,4368,3003,2438,2319,2756,5254,5564,6475,7495,4969,9618
0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,2,0,0,0,991
